run_id,best_score,elapsed_seconds
5,-314.3675177783006,0.26194119453430176
10,-69.02457504425752,0.3783912658691406
15,0.0,0.5972900390625
20,0.0,0.6562221050262451
25,0.0,0.7165670394897461
